ecosystem,package,version,license,official_metadata,upstream_repository,license_evidence,verification,declared_locations,included_package_code
PyPI,httpx,0.28.1,BSD-3-Clause,https://pypi.org/pypi/httpx/0.28.1/json,https://github.com/encode/httpx,https://pypi.org/pypi/httpx/0.28.1/json,versioned official package metadata,backend/uv.lock; stt/requirements-test.txt,no
PyPI,hyperframe,6.1.0,MIT,https://pypi.org/pypi/hyperframe/6.1.0/json,https://github.com/python-hyper/hyperframe/issues,https://pypi.org/pypi/hyperframe/6.1.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,idna,3.18,BSD-3-Clause,https://pypi.org/pypi/idna/3.18/json,https://github.com/kjd/idna,https://pypi.org/pypi/idna/3.18/json,versioned official package metadata,backend/uv.lock,no
PyPI,iniconfig,2.3.0,MIT,https://pypi.org/pypi/iniconfig/2.3.0/json,,https://pypi.org/pypi/iniconfig/2.3.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,mako,1.3.12,MIT,https://pypi.org/pypi/mako/1.3.12/json,https://www.makotemplates.org/,https://pypi.org/pypi/mako/1.3.12/json,versioned official package metadata,backend/uv.lock,no
PyPI,markupsafe,3.0.3,BSD-3-Clause,https://pypi.org/pypi/markupsafe/3.0.3/json,https://github.com/pallets/markupsafe/,https://pypi.org/pypi/markupsafe/3.0.3/json,versioned official package metadata,backend/uv.lock,no
PyPI,msgpack,1.2.1,Apache-2.0,https://pypi.org/pypi/msgpack/1.2.1/json,https://github.com/msgpack/msgpack-python/,https://pypi.org/pypi/msgpack/1.2.1/json,versioned official package metadata,backend/uv.lock,no
PyPI,multidict,6.7.1,Apache-2.0,https://pypi.org/pypi/multidict/6.7.1/json,https://github.com/aio-libs/multidict/actions,https://pypi.org/pypi/multidict/6.7.1/json,versioned official package metadata,backend/uv.lock,no
PyPI,packaging,26.2,Apache-2.0 OR BSD-2-Clause,https://pypi.org/pypi/packaging/26.2/json,https://github.com/pypa/packaging,https://pypi.org/pypi/packaging/26.2/json,versioned official package metadata,backend/uv.lock,no
PyPI,pillow,11.3.0,MIT-CMU,https://pypi.org/pypi/pillow/11.3.0/json,https://github.com/python-pillow/Pillow,https://pypi.org/pypi/pillow/11.3.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,pluggy,1.6.0,MIT,https://pypi.org/pypi/pluggy/1.6.0/json,,https://pypi.org/pypi/pluggy/1.6.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,propcache,0.5.2,Apache-2.0,https://pypi.org/pypi/propcache/0.5.2/json,https://github.com/aio-libs/propcache/actions?query=branch:master,https://pypi.org/pypi/propcache/0.5.2/json,versioned official package metadata,backend/uv.lock,no
PyPI,proto-plus,1.28.3,Apache-2.0,https://pypi.org/pypi/proto-plus/1.28.3/json,https://github.com/googleapis/google-cloud-python,https://pypi.org/pypi/proto-plus/1.28.3/json,versioned official package metadata,backend/uv.lock,no
PyPI,protobuf,7.35.1,BSD-3-Clause,https://pypi.org/pypi/protobuf/7.35.1/json,https://developers.google.com/protocol-buffers/,https://pypi.org/pypi/protobuf/7.35.1/json,versioned official package metadata,backend/uv.lock,no
PyPI,psycopg,3.3.4,LGPL-3.0-only,https://pypi.org/pypi/psycopg/3.3.4/json,,https://pypi.org/pypi/psycopg/3.3.4/json,versioned official package metadata,backend/uv.lock,no
PyPI,psycopg-binary,3.3.4,LGPL-3.0-only,https://pypi.org/pypi/psycopg-binary/3.3.4/json,,https://pypi.org/pypi/psycopg-binary/3.3.4/json,versioned official package metadata,backend/uv.lock,no
PyPI,py-vapid,1.9.4,MPL-2.0,https://pypi.org/pypi/py-vapid/1.9.4/json,,https://pypi.org/pypi/py-vapid/1.9.4/json,versioned official package metadata,backend/uv.lock,no
PyPI,pyasn1,0.6.4,BSD-2-Clause,https://pypi.org/pypi/pyasn1/0.6.4/json,https://github.com/pyasn1/pyasn1,https://pypi.org/pypi/pyasn1/0.6.4/json,versioned official package metadata,backend/uv.lock,no
PyPI,pyasn1-modules,0.4.2,BSD-2-Clause,https://pypi.org/pypi/pyasn1-modules/0.4.2/json,https://github.com/pyasn1/pyasn1-modules,https://raw.githubusercontent.com/pyasn1/pyasn1-modules/v0.4.2/LICENSE.txt,versioned upstream LICENSE,backend/uv.lock,no
PyPI,pycparser,3.0,BSD-3-Clause,https://pypi.org/pypi/pycparser/3.0/json,,https://pypi.org/pypi/pycparser/3.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,pydantic,2.13.4,MIT,https://pypi.org/pypi/pydantic/2.13.4/json,https://github.com/pydantic/pydantic,https://pypi.org/pypi/pydantic/2.13.4/json,versioned official package metadata,backend/uv.lock,no
PyPI,pydantic-core,2.46.4,MIT,https://pypi.org/pypi/pydantic-core/2.46.4/json,https://github.com/pydantic/pydantic/tree/main/pydantic-core,https://pypi.org/pypi/pydantic-core/2.46.4/json,versioned official package metadata,backend/uv.lock,no
PyPI,pydantic-settings,2.14.2,MIT,https://pypi.org/pypi/pydantic-settings/2.14.2/json,https://github.com/pydantic/pydantic-settings,https://pypi.org/pypi/pydantic-settings/2.14.2/json,versioned official package metadata,backend/uv.lock,no
PyPI,pygments,2.20.0,BSD-2-Clause,https://pypi.org/pypi/pygments/2.20.0/json,https://github.com/pygments/pygments,https://pypi.org/pypi/pygments/2.20.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,pyjwt,2.13.0,MIT,https://pypi.org/pypi/pyjwt/2.13.0/json,,https://pypi.org/pypi/pyjwt/2.13.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,pypdf,5.9.0,BSD-3-Clause,https://pypi.org/pypi/pypdf/5.9.0/json,https://github.com/py-pdf/pypdf/issues,https://pypi.org/pypi/pypdf/5.9.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,pypdfium2,4.30.0,(Apache-2.0 OR BSD-3-Clause) AND LicenseRef-PdfiumThirdParty,https://pypi.org/pypi/pypdfium2/4.30.0/json,https://github.com/pypdfium2-team/pypdfium2,https://pypi.org/pypi/pypdfium2/4.30.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,pytest,8.4.2,MIT,https://pypi.org/pypi/pytest/8.4.2/json,https://github.com/pytest-dev/pytest,https://pypi.org/pypi/pytest/8.4.2/json,versioned official package metadata,backend/uv.lock; stt/requirements-test.txt,no
PyPI,python-dotenv,1.2.2,BSD-3-Clause,https://pypi.org/pypi/python-dotenv/1.2.2/json,https://github.com/theskumar/python-dotenv,https://pypi.org/pypi/python-dotenv/1.2.2/json,versioned official package metadata,backend/uv.lock,no
PyPI,python-multipart,0.0.20,Apache-2.0,https://pypi.org/pypi/python-multipart/0.0.20/json,https://github.com/Kludex/python-multipart,https://pypi.org/pypi/python-multipart/0.0.20/json,versioned official package metadata,stt/requirements.txt,no
PyPI,python-multipart,0.0.32,Apache-2.0,https://pypi.org/pypi/python-multipart/0.0.32/json,https://github.com/Kludex/python-multipart,https://pypi.org/pypi/python-multipart/0.0.32/json,versioned official package metadata,backend/uv.lock,no
PyPI,pywebpush,2.3.0,MPL-2.0,https://pypi.org/pypi/pywebpush/2.3.0/json,,https://pypi.org/pypi/pywebpush/2.3.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,pyyaml,6.0.3,MIT,https://pypi.org/pypi/pyyaml/6.0.3/json,https://github.com/yaml/pyyaml,https://pypi.org/pypi/pyyaml/6.0.3/json,versioned official package metadata,backend/uv.lock,no
PyPI,requests,2.34.2,Apache-2.0,https://pypi.org/pypi/requests/2.34.2/json,https://github.com/psf/requests,https://pypi.org/pypi/requests/2.34.2/json,versioned official package metadata,backend/uv.lock,no
PyPI,sqlalchemy,2.0.51,MIT,https://pypi.org/pypi/sqlalchemy/2.0.51/json,https://www.sqlalchemy.org,https://pypi.org/pypi/sqlalchemy/2.0.51/json,versioned official package metadata,backend/uv.lock,no
PyPI,starlette,1.3.1,BSD-3-Clause,https://pypi.org/pypi/starlette/1.3.1/json,https://github.com/Kludex/starlette,https://pypi.org/pypi/starlette/1.3.1/json,versioned official package metadata,backend/uv.lock,no
PyPI,typing-extensions,4.16.0,PSF-2.0,https://pypi.org/pypi/typing-extensions/4.16.0/json,https://github.com/python/typing_extensions,https://pypi.org/pypi/typing-extensions/4.16.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,typing-inspection,0.4.2,MIT,https://pypi.org/pypi/typing-inspection/0.4.2/json,https://github.com/pydantic/typing-inspection,https://pypi.org/pypi/typing-inspection/0.4.2/json,versioned official package metadata,backend/uv.lock,no
PyPI,tzdata,2026.3,Apache-2.0,https://pypi.org/pypi/tzdata/2026.3/json,https://github.com/python/tzdata/issues,https://pypi.org/pypi/tzdata/2026.3/json,versioned official package metadata,backend/uv.lock,no
PyPI,urllib3,2.7.0,MIT,https://pypi.org/pypi/urllib3/2.7.0/json,,https://pypi.org/pypi/urllib3/2.7.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,uv,0.12.5,MIT OR Apache-2.0,https://pypi.org/pypi/uv/0.12.5/json,https://github.com/astral-sh/uv,https://pypi.org/pypi/uv/0.12.5/json,versioned official package metadata,backend/Dockerfile,no
PyPI,uvicorn,0.35.0,BSD-3-Clause,https://pypi.org/pypi/uvicorn/0.35.0/json,https://github.com/encode/uvicorn,https://pypi.org/pypi/uvicorn/0.35.0/json,versioned official package metadata,stt/requirements.txt,no
PyPI,uvicorn,0.51.0,BSD-3-Clause,https://pypi.org/pypi/uvicorn/0.51.0/json,https://github.com/Kludex/uvicorn,https://pypi.org/pypi/uvicorn/0.51.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,uvloop,0.22.1,MIT; Apache-2.0 also declared for included portions,https://pypi.org/pypi/uvloop/0.22.1/json,https://github.com/MagicStack/uvloop,https://pypi.org/pypi/uvloop/0.22.1/json,versioned official package metadata,backend/uv.lock,no
PyPI,watchfiles,1.2.0,MIT,https://pypi.org/pypi/watchfiles/1.2.0/json,https://github.com/samuelcolvin/watchfiles,https://pypi.org/pypi/watchfiles/1.2.0/json,versioned official package metadata,backend/uv.lock,no
PyPI,websockets,16.1.1,BSD-3-Clause,https://pypi.org/pypi/websockets/16.1.1/json,,https://pypi.org/pypi/websockets/16.1.1/json,versioned official package metadata,backend/uv.lock,no
PyPI,yarl,1.24.5,Apache-2.0,https://pypi.org/pypi/yarl/1.24.5/json,https://github.com/aio-libs/yarl/actions?query=branch:master,https://pypi.org/pypi/yarl/1.24.5/json,versioned official package metadata,backend/uv.lock,no
npm,@alloc/quick-lru,5.2.0,MIT,https://registry.npmjs.org/%40alloc%2Fquick-lru/5.2.0,git+https://github.com/sindresorhus/quick-lru.git,https://registry.npmjs.org/%40alloc%2Fquick-lru/5.2.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@alloc/quick-lru,no
npm,@babel/code-frame,7.29.0,MIT,https://registry.npmjs.org/%40babel%2Fcode-frame/7.29.0,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fcode-frame/7.29.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/code-frame,no
npm,@babel/compat-data,7.29.3,MIT,https://registry.npmjs.org/%40babel%2Fcompat-data/7.29.3,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fcompat-data/7.29.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/compat-data,no
npm,@babel/core,7.29.0,MIT,https://registry.npmjs.org/%40babel%2Fcore/7.29.0,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fcore/7.29.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/core,no
npm,@babel/generator,7.29.1,MIT,https://registry.npmjs.org/%40babel%2Fgenerator/7.29.1,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fgenerator/7.29.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/generator,no
npm,@babel/helper-compilation-targets,7.28.6,MIT,https://registry.npmjs.org/%40babel%2Fhelper-compilation-targets/7.28.6,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelper-compilation-targets/7.28.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helper-compilation-targets,no
npm,@babel/helper-globals,7.28.0,MIT,https://registry.npmjs.org/%40babel%2Fhelper-globals/7.28.0,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelper-globals/7.28.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helper-globals,no
npm,@babel/helper-module-imports,7.28.6,MIT,https://registry.npmjs.org/%40babel%2Fhelper-module-imports/7.28.6,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelper-module-imports/7.28.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helper-module-imports,no
npm,@babel/helper-module-transforms,7.28.6,MIT,https://registry.npmjs.org/%40babel%2Fhelper-module-transforms/7.28.6,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelper-module-transforms/7.28.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helper-module-transforms,no
npm,@babel/helper-string-parser,7.27.1,MIT,https://registry.npmjs.org/%40babel%2Fhelper-string-parser/7.27.1,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelper-string-parser/7.27.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helper-string-parser,no
npm,@babel/helper-validator-identifier,7.28.5,MIT,https://registry.npmjs.org/%40babel%2Fhelper-validator-identifier/7.28.5,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelper-validator-identifier/7.28.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helper-validator-identifier,no
npm,@babel/helper-validator-option,7.27.1,MIT,https://registry.npmjs.org/%40babel%2Fhelper-validator-option/7.27.1,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelper-validator-option/7.27.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helper-validator-option,no
npm,@babel/helpers,7.29.2,MIT,https://registry.npmjs.org/%40babel%2Fhelpers/7.29.2,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fhelpers/7.29.2,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/helpers,no
npm,@babel/parser,7.29.3,MIT,https://registry.npmjs.org/%40babel%2Fparser/7.29.3,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Fparser/7.29.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/parser,no
npm,@babel/template,7.28.6,MIT,https://registry.npmjs.org/%40babel%2Ftemplate/7.28.6,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Ftemplate/7.28.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/template,no
npm,@babel/traverse,7.29.0,MIT,https://registry.npmjs.org/%40babel%2Ftraverse/7.29.0,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Ftraverse/7.29.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/traverse,no
npm,@babel/types,7.29.0,MIT,https://registry.npmjs.org/%40babel%2Ftypes/7.29.0,https://github.com/babel/babel.git,https://registry.npmjs.org/%40babel%2Ftypes/7.29.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@babel/types,no
npm,@capacitor/core,8.5.0,MIT,https://registry.npmjs.org/%40capacitor%2Fcore/8.5.0,git+https://github.com/ionic-team/capacitor.git,https://registry.npmjs.org/%40capacitor%2Fcore/8.5.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@capacitor/core,no
npm,@cloudflare/kv-asset-handler,0.5.0,MIT OR Apache-2.0,https://registry.npmjs.org/%40cloudflare%2Fkv-asset-handler/0.5.0,git+https://github.com/cloudflare/workers-sdk.git,https://registry.npmjs.org/%40cloudflare%2Fkv-asset-handler/0.5.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cloudflare/kv-asset-handler,no
npm,@cloudflare/unenv-preset,2.16.1,MIT OR Apache-2.0,https://registry.npmjs.org/%40cloudflare%2Funenv-preset/2.16.1,git+https://github.com/cloudflare/workers-sdk.git,https://registry.npmjs.org/%40cloudflare%2Funenv-preset/2.16.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cloudflare/unenv-preset,no
npm,@cloudflare/vite-plugin,1.37.1,MIT,https://registry.npmjs.org/%40cloudflare%2Fvite-plugin/1.37.1,git+https://github.com/cloudflare/workers-sdk.git,https://registry.npmjs.org/%40cloudflare%2Fvite-plugin/1.37.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cloudflare/vite-plugin,no
npm,@cloudflare/workerd-darwin-64,1.20260515.1,Apache-2.0,https://registry.npmjs.org/%40cloudflare%2Fworkerd-darwin-64/1.20260515.1,git+https://github.com/cloudflare/workerd.git,https://registry.npmjs.org/%40cloudflare%2Fworkerd-darwin-64/1.20260515.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cloudflare/workerd-darwin-64,no
npm,@cloudflare/workerd-darwin-arm64,1.20260515.1,Apache-2.0,https://registry.npmjs.org/%40cloudflare%2Fworkerd-darwin-arm64/1.20260515.1,git+https://github.com/cloudflare/workerd.git,https://registry.npmjs.org/%40cloudflare%2Fworkerd-darwin-arm64/1.20260515.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cloudflare/workerd-darwin-arm64,no
npm,@cloudflare/workerd-linux-64,1.20260515.1,Apache-2.0,https://registry.npmjs.org/%40cloudflare%2Fworkerd-linux-64/1.20260515.1,git+https://github.com/cloudflare/workerd.git,https://registry.npmjs.org/%40cloudflare%2Fworkerd-linux-64/1.20260515.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cloudflare/workerd-linux-64,no
npm,@cloudflare/workerd-linux-arm64,1.20260515.1,Apache-2.0,https://registry.npmjs.org/%40cloudflare%2Fworkerd-linux-arm64/1.20260515.1,git+https://github.com/cloudflare/workerd.git,https://registry.npmjs.org/%40cloudflare%2Fworkerd-linux-arm64/1.20260515.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cloudflare/workerd-linux-arm64,no
